symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,sharpe_ratio
MGK,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,1.5347,1.2857,0.6427,0.27372459426255613,0.8571428571428571,2023-10-18 17:30:00+00:00,25,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-11T22:30:00+00:00, 2023-10-13T15:00:00+00:00, 2023-10-13T17:30:00+00:00, 2023-10-16T08:30:00+00:00, 2023-10-17T14:00:00+00:00, 2023-10-18T15:00:00+00:00, 2023-10-18T17:00:00+00:00]","[2023-09-11T23:30:00+00:00, 2023-10-13T16:30:00+00:00, 2023-10-13T18:00:00+00:00, 2023-10-16T11:00:00+00:00, 2023-10-17T14:30:00+00:00, 2023-10-18T15:30:00+00:00, 2023-10-18T17:30:00+00:00]","[1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[8.177999999999997, -0.3100000000000023, 0.6349999999999909, 0.12000000000000455, 1.3000000000000114, 0.18000000000000682, 0.6400000000000148]","[3.393600378449931, -0.13253527148354094, 0.27372459426255613, 0.051581843191198656, 0.5590676471853143, 0.07734616706772379, 0.27585017887160673]",2023-11-08 01:09:08,0.5141074990061316270607616103
DXC,ALGO_EMA_RSI_ADX_BB_CGPT,9,8,1,0.1333,1.3333,0.6365,0.5407841369986365,0.8888888888888888,2023-10-17 13:30:00+00:00,26,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-06T13:30:00+00:00, 2023-09-06T21:00:00+00:00, 2023-09-28T21:00:00+00:00, 2023-10-02T13:30:00+00:00, 2023-10-13T13:00:00+00:00, 2023-10-13T15:30:00+00:00, 2023-10-13T17:30:00+00:00, 2023-10-16T20:30:00+00:00, 2023-10-17T12:00:00+00:00]","[2023-09-06T14:00:00+00:00, 2023-09-06T22:30:00+00:00, 2023-09-28T22:00:00+00:00, 2023-10-02T14:00:00+00:00, 2023-10-13T13:30:00+00:00, 2023-10-13T16:30:00+00:00, 2023-10-13T18:00:00+00:00, 2023-10-16T21:00:00+00:00, 2023-10-17T13:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 3.0]","[0.20000000000000284, 0.05999999999999872, 0.6099999999999994, 0.120000000000001, 0.11999999999999744, 0.06499999999999773, 0.054999999999999716, 0.33000000000000185, -0.35999999999999943]","[0.953743443013843, 0.2862595419847267, 2.9975429975429946, 0.5777563793933606, 0.5407841369986365, 0.2989192917912059, 0.2539242843951972, 1.5242494226328032, -1.7045454545454517]",2023-11-08 00:48:25,0.4957790825540642712503407042
CLAR,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.0445,1.3333,0.6228,0.3063913087849194,1.0,2023-11-06 23:30:00+00:00,5,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-21T14:00:00+00:00, 2023-09-21T15:00:00+00:00, 2023-09-26T16:30:00+00:00, 2023-09-26T18:30:00+00:00, 2023-09-27T13:30:00+00:00, 2023-11-06T22:00:00+00:00]","[2023-09-21T14:30:00+00:00, 2023-09-21T16:00:00+00:00, 2023-09-26T17:30:00+00:00, 2023-09-26T19:00:00+00:00, 2023-09-27T14:00:00+00:00, 2023-11-06T23:30:00+00:00]","[1.0, 2.0, 2.0, 1.0, 1.0, 1.0]","[0.07200000000000006, 0.1200000000000001, 0.019999999999999574, 0.015000000000000568, 0.019999999999999574, 0.020000000000000462]","[0.9917355371900836, 1.655172413793105, 0.27322404371584114, 0.2051983584131405, 0.27173913043477677, 0.3395585738539977]",2023-11-08 00:42:53,1.064161492309903849664284234
FWRD,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.3950,1.1429,0.5496,0.5680163122633274,0.8571428571428571,2023-10-20 11:00:00+00:00,23,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-11T16:00:00+00:00, 2023-09-14T15:30:00+00:00, 2023-10-02T14:30:00+00:00, 2023-10-12T15:00:00+00:00, 2023-10-12T19:00:00+00:00, 2023-10-13T14:30:00+00:00, 2023-10-19T21:00:00+00:00]","[2023-09-11T17:00:00+00:00, 2023-09-14T16:00:00+00:00, 2023-10-02T15:00:00+00:00, 2023-10-12T15:30:00+00:00, 2023-10-12T19:30:00+00:00, 2023-10-13T15:00:00+00:00, 2023-10-20T11:00:00+00:00]","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.14000000000000057, 0.39000000000000057, -0.12999999999999545, 0.27000000000001023, 0.4549999999999983, 1.0500000000000114, 0.5899999999999892]","[0.20399242313857, 0.5680163122633274, -0.19353878219442527, 0.37693703755411173, 0.6381486676016807, 1.4774166314900963, 0.7762136560978676]",2023-11-08 00:55:17,1.025443484856258970767049318
VNOM,ALGO_EMA_RSI_ADX_BB_CGPT,15,13,2,0.1538,1.0667,0.5422,0.3998609179415801,0.8666666666666667,2023-10-26 18:30:00+00:00,17,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-06T20:30:00+00:00, 2023-09-11T20:30:00+00:00, 2023-09-12T20:30:00+00:00, 2023-09-14T18:30:00+00:00, 2023-09-14T20:00:00+00:00, 2023-09-29T15:00:00+00:00, 2023-10-10T20:00:00+00:00, 2023-10-18T20:30:00+00:00, 2023-10-18T22:00:00+00:00, 2023-10-19T13:00:00+00:00, 2023-10-19T21:00:00+00:00, 2023-10-23T11:00:00+00:00, 2023-10-23T20:30:00+00:00, 2023-10-26T16:30:00+00:00, 2023-10-26T18:00:00+00:00]","[2023-09-06T23:00:00+00:00, 2023-09-11T21:30:00+00:00, 2023-09-12T21:00:00+00:00, 2023-09-14T19:00:00+00:00, 2023-09-14T21:00:00+00:00, 2023-09-29T15:30:00+00:00, 2023-10-10T20:30:00+00:00, 2023-10-18T21:30:00+00:00, 2023-10-19T11:00:00+00:00, 2023-10-19T13:30:00+00:00, 2023-10-20T09:30:00+00:00, 2023-10-23T12:00:00+00:00, 2023-10-23T22:30:00+00:00, 2023-10-26T17:00:00+00:00, 2023-10-26T18:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]","[-0.9899999999999984, 0.46999999999999886, 0.5299999999999976, 0.06400000000000006, 0.5500000000000007, 0.13999999999999702, 0.030000000000001137, 0.08799999999999741, -0.010000000000001563, 0.07000000000000028, 0.8499999999999979, 0.0799999999999983, 0.14000000000000057, 0.11499999999999844, 0.17999999999999972]","[-3.3559322033898256, 1.6439314445610314, 1.8681706027493745, 0.2242781048500142, 1.927119831814999, 0.5026929982046571, 0.10725777618877776, 0.30114297447127986, -0.034211426616495254, 0.23947998631543033, 2.9189560439560367, 0.2742543709290308, 0.48763497039359305, 0.3998609179415801, 0.6276150627615054]",2023-11-08 01:34:20,0.3649967972155740743173627646
BRP,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.1129,1.1429,0.4597,0.4042348411934432,0.8571428571428571,2023-11-07 15:30:00+00:00,5,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-08T17:30:00+00:00, 2023-09-11T13:30:00+00:00, 2023-09-11T18:30:00+00:00, 2023-09-11T19:30:00+00:00, 2023-09-15T15:00:00+00:00, 2023-11-06T19:00:00+00:00, 2023-11-07T15:00:00+00:00]","[2023-09-08T18:00:00+00:00, 2023-09-11T14:00:00+00:00, 2023-09-11T19:00:00+00:00, 2023-09-11T20:00:00+00:00, 2023-09-15T16:00:00+00:00, 2023-11-06T19:30:00+00:00, 2023-11-07T15:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]","[0.21499999999999986, 0.030000000000001137, -0.010000000000001563, 0.1999999999999993, 0.10499999999999687, 0.16999999999999815, 0.0799999999999983]","[0.8206106870229003, 0.11290929619872463, -0.03883495145631675, 0.7815552950371211, 0.4042348411934432, 0.7734303912647778, 0.36396724294812693]",2023-11-08 00:39:44,1.264627325837364241273507632
ACLS,ALGO_EMA_RSI_ADX_BB_CGPT,8,7,1,0.8012,1.2500,0.4549,0.5226438780398882,0.875,2023-10-13 16:00:00+00:00,30,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-01T22:30:00+00:00, 2023-09-06T16:00:00+00:00, 2023-09-06T20:30:00+00:00, 2023-09-07T14:00:00+00:00, 2023-09-29T21:00:00+00:00, 2023-10-03T12:30:00+00:00, 2023-10-09T12:00:00+00:00, 2023-10-13T15:30:00+00:00]","[2023-09-05T11:00:00+00:00, 2023-09-06T17:30:00+00:00, 2023-09-06T21:00:00+00:00, 2023-09-07T14:30:00+00:00, 2023-09-29T21:30:00+00:00, 2023-10-03T13:00:00+00:00, 2023-10-09T12:30:00+00:00, 2023-10-13T16:00:00+00:00]","[1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.009999999999990905, 0.7350000000000136, 1.25, 2.859999999999985, 1.1299999999999955, 1.0600000000000023, -0.789999999999992, 0.15500000000000114]","[0.005201560468135712, 0.3870661962188708, 0.6585532901322375, 1.6274041197223084, 0.6996470806761164, 0.6582215598609056, -0.4937499999999951, 0.09669671543092495]",2023-11-08 00:32:19,0.6800159435134205273790700059
GME,ALGO_EMA_RSI_ADX_BB_CGPT,10,9,1,0.0741,1.2000,0.4483,0.3561472097128031,0.9,2023-11-06 23:30:00+00:00,5,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-08-30T14:30:00+00:00, 2023-09-01T15:00:00+00:00, 2023-09-01T16:00:00+00:00, 2023-09-05T08:30:00+00:00, 2023-09-15T22:00:00+00:00, 2023-09-18T14:00:00+00:00, 2023-09-28T15:00:00+00:00, 2023-11-06T21:00:00+00:00, 2023-11-06T22:00:00+00:00, 2023-11-06T23:00:00+00:00]","[2023-08-30T15:00:00+00:00, 2023-09-01T15:30:00+00:00, 2023-09-01T16:30:00+00:00, 2023-09-05T09:30:00+00:00, 2023-09-15T22:30:00+00:00, 2023-09-18T15:00:00+00:00, 2023-09-28T15:30:00+00:00, 2023-11-06T21:30:00+00:00, 2023-11-06T22:30:00+00:00, 2023-11-06T23:30:00+00:00]","[1.0, 1.0, 1.0, 2.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[0.09499999999999886, 0.05999999999999872, 0.08900000000000219, 0.00999999999999801, 0.07000000000000028, -0.030000000000001137, 0.3210000000000015, 0.004999999999999005, 0.0009999999999994458, 0.11999999999999922]","[0.5295429208472623, 0.326619488296128, 0.48445920200316905, 0.05497526113247944, 0.38567493112947815, -0.17108639863131528, 1.9338514368335533, 0.03694126339120063, 0.0073969968192872685, 0.894854586129748]",2023-11-08 00:56:38,0.6793672135713077491349823394
SPSC,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.6086,1.4286,0.3591,0.37901219945516185,0.8571428571428571,2023-10-19 16:00:00+00:00,24,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-10-10T17:30:00+00:00, 2023-10-11T13:30:00+00:00, 2023-10-11T17:30:00+00:00, 2023-10-18T14:30:00+00:00, 2023-10-18T15:30:00+00:00, 2023-10-18T19:00:00+00:00, 2023-10-19T15:30:00+00:00]","[2023-10-10T19:00:00+00:00, 2023-10-11T14:00:00+00:00, 2023-10-11T18:30:00+00:00, 2023-10-18T15:00:00+00:00, 2023-10-18T16:00:00+00:00, 2023-10-18T19:30:00+00:00, 2023-10-19T16:00:00+00:00]","[3.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[0.8649999999999807, 0.6499999999999773, 1.5, -0.21999999999999886, 0.37000000000000455, 0.4550000000000125, 0.6399999999999864]","[0.5059663079082714, 0.38118695754162396, 0.89126559714795, -0.12867001988536605, 0.217021526189222, 0.2676864244741947, 0.37901219945516185]",2023-11-08 01:26:36,1.060096498873874689151978036
RTX,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.2793,1.1429,0.3590,0.315847294699264,0.8571428571428571,2023-11-03 22:00:00+00:00,9,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-08-31T20:00:00+00:00, 2023-10-12T14:30:00+00:00, 2023-10-12T17:30:00+00:00, 2023-10-16T14:00:00+00:00, 2023-10-17T18:00:00+00:00, 2023-11-03T20:00:00+00:00, 2023-11-03T21:30:00+00:00]","[2023-08-31T20:30:00+00:00, 2023-10-12T15:00:00+00:00, 2023-10-12T18:30:00+00:00, 2023-10-16T14:30:00+00:00, 2023-10-17T18:30:00+00:00, 2023-11-03T20:30:00+00:00, 2023-11-03T22:00:00+00:00]","[1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[0.6500000000000057, 0.23000000000000398, 0.28999999999999204, 0.4399999999999977, 0.125, 0.21999999999999886, 0.0]","[0.7553747821034349, 0.315847294699264, 0.39977943203748556, 0.6055601431323944, 0.1702301511643742, 0.2660539363889211, 0.0]",2023-11-08 01:22:15,1.276116482908332989777235376
LOPE,ALGO_EMA_RSI_ADX_BB_CGPT,8,7,1,0.4050,1.1250,0.3449,0.3168111152563874,0.875,2023-11-01 14:00:00+00:00,11,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-28T21:00:00+00:00, 2023-10-03T14:30:00+00:00, 2023-10-04T11:00:00+00:00, 2023-10-17T14:00:00+00:00, 2023-10-19T13:30:00+00:00, 2023-10-19T20:00:00+00:00, 2023-10-20T13:00:00+00:00, 2023-11-01T13:00:00+00:00]","[2023-09-29T13:00:00+00:00, 2023-10-03T15:00:00+00:00, 2023-10-04T11:30:00+00:00, 2023-10-17T14:30:00+00:00, 2023-10-19T14:00:00+00:00, 2023-10-19T20:30:00+00:00, 2023-10-20T13:30:00+00:00, 2023-11-01T14:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0]","[0.8699999999999903, 0.3499999999999943, 0.18999999999999773, 1.0499999999999972, -0.10999999999999943, 0.0799999999999983, 0.39000000000000057, 0.4200000000000017]","[0.7329401853411881, 0.29868578255674544, 0.16265730673743492, 0.8981267641775701, -0.0936648501362393, 0.06883496816382575, 0.33493644795602934, 0.3562945368171036]",2023-11-08 01:07:05,0.9366874031662362953180612335
