symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,sharpe_ratio
CALX,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.2283,1.1667,0.5207,0.3906810184802496,1.0,2023-10-19 15:00:00+00:00,29,EMA_RSI_ADX_BB_P1.5_L1.5_AVR_1H_STOCK_RESULTS,"[2023-10-03T16:00:00+00:00, 2023-10-03T19:00:00+00:00, 2023-10-04T15:00:00+00:00, 2023-10-12T18:00:00+00:00, 2023-10-18T16:00:00+00:00, 2023-10-18T20:00:00+00:00]","[2023-10-03T18:00:00+00:00, 2023-10-03T20:00:00+00:00, 2023-10-04T16:00:00+00:00, 2023-10-12T19:00:00+00:00, 2023-10-18T17:00:00+00:00, 2023-10-19T15:00:00+00:00]","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1599999999999966, 0.18500000000000227, 0.25, 0.09999999999999432, 0.03999999999999915, 0.6350000000000051]","[0.3631411711302691, 0.41822086583023005, 0.5694760820045558, 0.22660321776567938, 0.09113693324219446, 1.4557542411737854]",2023-11-14 10:51:01,1.141585153972351347614549864
BANC,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.0417,1.5000,0.3392,0.2451994596720362,1.0,2023-11-09 17:00:00+00:00,8,EMA_RSI_ADX_BB_P1.5_L1.5_AVR_1H_STOCK_RESULTS,"[2023-10-13T18:00:00+00:00, 2023-10-16T19:00:00+00:00, 2023-10-19T15:00:00+00:00, 2023-10-20T16:00:00+00:00, 2023-11-08T16:00:00+00:00, 2023-11-09T16:00:00+00:00]","[2023-10-13T19:00:00+00:00, 2023-10-16T20:00:00+00:00, 2023-10-19T16:00:00+00:00, 2023-10-20T18:00:00+00:00, 2023-11-08T19:00:00+00:00, 2023-11-09T17:00:00+00:00]","[1.0, 1.0, 1.0, 2.0, 3.0, 1.0]","[0.14000000000000057, 0.03999999999999915, 0.03999999999999915, 0.004999999999999005, 0.004999999999999005, 0.019999999999999574]","[1.1345218800648345, 0.32493907392363236, 0.31872509960158685, 0.04266211604094714, 0.04258943781941231, 0.1716738197424856]",2023-11-14 10:47:48,0.8710923885152877356533877404
UTL,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.1425,1.1667,0.3096,0.1975639204175836,1.0,2023-11-13 17:00:00+00:00,4,EMA_RSI_ADX_BB_P1.5_L1.5_AVR_1H_STOCK_RESULTS,"[2023-10-20T20:00:00+00:00, 2023-10-27T17:00:00+00:00, 2023-10-27T19:00:00+00:00, 2023-10-30T15:00:00+00:00, 2023-10-30T17:00:00+00:00, 2023-11-13T16:00:00+00:00]","[2023-10-23T16:00:00+00:00, 2023-10-27T18:00:00+00:00, 2023-10-27T20:00:00+00:00, 2023-10-30T16:00:00+00:00, 2023-10-30T18:00:00+00:00, 2023-11-13T17:00:00+00:00]","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2849999999999966, 0.03499999999999659, 0.06499999999999773, 0.09000000000000341, 0.0899999999999963, 0.29000000000000625]","[0.6296255384955188, 0.07593838142763416, 0.14193689267386772, 0.197889182058055, 0.19723865877711222, 0.6149279050042542]",2023-11-14 11:29:25,1.315237823838660344268723397
STIP,ALGO_EMA_RSI_ADX_BB_CGPT,8,8,0,0.1196,1.3750,0.1244,0.015487474506492597,1.0,2023-11-10 19:00:00+00:00,7,EMA_RSI_ADX_BB_P1.5_L1.5_AVR_1H_STOCK_RESULTS,"[2023-10-13T15:00:00+00:00, 2023-10-17T18:00:00+00:00, 2023-10-18T16:00:00+00:00, 2023-10-25T15:00:00+00:00, 2023-10-30T21:00:00+00:00, 2023-11-09T18:00:00+00:00, 2023-11-09T20:00:00+00:00, 2023-11-10T18:00:00+00:00]","[2023-10-13T16:00:00+00:00, 2023-10-17T19:00:00+00:00, 2023-10-18T17:00:00+00:00, 2023-10-25T16:00:00+00:00, 2023-10-31T16:00:00+00:00, 2023-11-09T19:00:00+00:00, 2023-11-10T16:00:00+00:00, 2023-11-10T19:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3.0, 1.0]","[0.0049999999999954525, 0.009999999999990905, 0.015000000000000568, 0.0010000000000047748, 0.8160000000000025, 0.04000000000000625, 0.05499999999999261, 0.015000000000000568]","[0.005146680391143029, 0.010327911179954458, 0.015497468746771947, 0.0010314169606254254, 0.8499203199700054, 0.041207376120331984, 0.056721497447525, 0.015477480266213248]",2023-11-14 11:25:35,0.4025243808778631361419697622
HBB,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.0977,1.3333,0.7869,0.9012482449253962,1.0,2023-11-10 17:00:00+00:00,7,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-19T13:00:00+00:00, 2023-09-26T19:00:00+00:00, 2023-10-03T12:00:00+00:00, 2023-10-24T20:00:00+00:00, 2023-10-31T18:00:00+00:00, 2023-11-10T16:00:00+00:00]","[2023-09-19T15:00:00+00:00, 2023-09-26T20:00:00+00:00, 2023-10-03T13:00:00+00:00, 2023-10-25T17:00:00+00:00, 2023-10-31T19:00:00+00:00, 2023-11-10T17:00:00+00:00]","[1.0, 1.0, 1.0, 3.0, 1.0, 1.0]","[0.08999999999999986, 0.054999999999999716, 0.16000000000000014, 0.13000000000000078, 0.006000000000000227, 0.14499999999999957]","[0.7137192704203003, 0.4471544715447131, 1.2861736334405156, 1.0887772194304923, 0.048606610499029715, 1.1368090944727525]",2023-11-13 23:05:58,1.782388921251025117557063047
SAFT,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.4532,1.3333,0.6237,0.6569312172155877,1.0,2023-11-10 22:00:00+00:00,6,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-27T17:00:00+00:00, 2023-09-28T20:00:00+00:00, 2023-10-12T14:00:00+00:00, 2023-10-27T18:00:00+00:00, 2023-11-09T20:00:00+00:00, 2023-11-10T21:00:00+00:00]","[2023-09-27T19:00:00+00:00, 2023-09-29T13:00:00+00:00, 2023-10-12T15:00:00+00:00, 2023-10-27T20:00:00+00:00, 2023-11-09T21:00:00+00:00, 2023-11-10T22:00:00+00:00]","[2.0, 1.0, 1.0, 2.0, 1.0, 1.0]","[0.6450000000000102, 0.25, 0.1839999999999975, 0.4200000000000017, 0.5700000000000074, 0.6500000000000057]","[0.9428446133606349, 0.3655505190817371, 0.2652825836216804, 0.565732758620692, 0.7481296758104835, 0.8544761403970104]",2023-11-13 23:23:46,2.459004148068197432613449478
CMI,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.7650,1.0000,0.3318,0.31605062094005043,1.0,2023-11-06 22:00:00+00:00,10,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-07T15:00:00+00:00, 2023-09-13T19:00:00+00:00, 2023-09-19T15:00:00+00:00, 2023-09-20T20:00:00+00:00, 2023-11-06T19:00:00+00:00, 2023-11-06T21:00:00+00:00]","[2023-09-07T16:00:00+00:00, 2023-09-13T20:00:00+00:00, 2023-09-19T16:00:00+00:00, 2023-09-20T22:00:00+00:00, 2023-11-06T20:00:00+00:00, 2023-11-06T22:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.9699999999999989, 1.4499999999999886, 1.115000000000009, 0.17000000000001592, 0.41499999999999204, 0.46999999999999886]","[0.41845516705851854, 0.6244347788639544, 0.47302886960948987, 0.07307741907751189, 0.1882940108892886, 0.2136460748215823]",2023-11-13 22:54:13,1.681614312061031062715228999
PUK,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.0675,1.1667,0.3116,0.16092403007876235,1.0,2023-11-10 17:00:00+00:00,7,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-10-12T18:00:00+00:00, 2023-10-12T20:00:00+00:00, 2023-10-13T12:00:00+00:00, 2023-10-13T15:00:00+00:00, 2023-10-17T10:00:00+00:00, 2023-11-10T16:00:00+00:00]","[2023-10-12T19:00:00+00:00, 2023-10-12T22:00:00+00:00, 2023-10-13T14:00:00+00:00, 2023-10-13T16:00:00+00:00, 2023-10-17T11:00:00+00:00, 2023-11-10T17:00:00+00:00]","[1.0, 1.0, 2.0, 1.0, 1.0, 1.0]","[0.030000000000001137, 0.00999999999999801, 0.16000000000000014, 0.03999999999999915, 0.020000000000003126, 0.14499999999999957]","[0.1361470388019112, 0.045248868778271535, 0.7369875633348694, 0.1857010213556135, 0.09237875288685048, 0.6733224982586468]",2023-11-13 23:21:06,1.055789404960451853233593258
ENVX,ALGO_KAMA_STOCHRSI_VWAP_CGPT,11,10,1,0.1300,1.4545,1.2259,1.179775280898881,0.9090909090909091,2023-11-09 10:00:00+00:00,8,KAMA_STOCHRSI_VWAP_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-28T23:00:00+00:00, 2023-09-29T10:00:00+00:00, 2023-10-09T17:00:00+00:00, 2023-10-11T16:00:00+00:00, 2023-10-17T14:00:00+00:00, 2023-11-01T15:00:00+00:00, 2023-11-03T12:00:00+00:00, 2023-11-03T18:00:00+00:00, 2023-11-06T10:00:00+00:00, 2023-11-06T12:00:00+00:00, 2023-11-08T23:00:00+00:00]","[2023-09-29T09:00:00+00:00, 2023-09-29T13:00:00+00:00, 2023-10-09T18:00:00+00:00, 2023-10-11T17:00:00+00:00, 2023-10-17T15:00:00+00:00, 2023-11-01T16:00:00+00:00, 2023-11-03T13:00:00+00:00, 2023-11-03T19:00:00+00:00, 2023-11-06T11:00:00+00:00, 2023-11-06T13:00:00+00:00, 2023-11-09T10:00:00+00:00]","[2.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 3.0]","[0.040000000000000924, 0.16000000000000014, 0.23000000000000043, 0.14499999999999957, 0.3949999999999996, 0.10500000000000043, 0.26000000000000156, 0.09499999999999886, 0.08000000000000007, -0.09999999999999964, 0.019999999999999574]","[0.31347962382445865, 1.2470771628994555, 2.2896963663514227, 1.3175829168559705, 3.731695795937643, 1.179775280898881, 2.5490196078431526, 0.8667883211678727, 0.7497656982193072, -0.9302325581395315, 0.1702127659574432]",2023-11-14 03:20:38,1.001142841487449904614961248
SNPS,ALGO_KAMA_STOCHRSI_VWAP_CGPT,8,8,0,3.5385,3.7500,0.7215,0.7423938209358394,1.0,2023-11-13 20:00:00+00:00,4,KAMA_STOCHRSI_VWAP_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-10-09T15:00:00+00:00, 2023-10-11T10:00:00+00:00, 2023-10-11T19:00:00+00:00, 2023-10-13T13:00:00+00:00, 2023-11-02T18:00:00+00:00, 2023-11-06T21:00:00+00:00, 2023-11-08T11:00:00+00:00, 2023-11-13T16:00:00+00:00]","[2023-10-09T18:00:00+00:00, 2023-10-11T13:00:00+00:00, 2023-10-12T11:00:00+00:00, 2023-10-13T14:00:00+00:00, 2023-11-03T11:00:00+00:00, 2023-11-06T23:00:00+00:00, 2023-11-08T14:00:00+00:00, 2023-11-13T20:00:00+00:00]","[3.0, 3.0, 7.0, 1.0, 7.0, 2.0, 3.0, 4.0]","[7.439999999999998, 3.6000000000000227, 3.7100000000000364, 0.11000000000001364, 4.160000000000025, 0.06999999999999318, 3.5500000000000114, 5.668000000000006]","[1.572190818321094, 0.7340946166394827, 0.7506930252321962, 0.022132351461743957, 0.8724100327153814, 0.014287755393626268, 0.7136395617650038, 1.0922432997001548]",2023-11-14 03:48:02,1.462020007302761953775058374
CELH,ALGO_KAMA_STOCHRSI_VWAP_CGPT,11,10,1,1.0918,1.5455,0.6299,0.46511627906976744,0.9090909090909091,2023-11-10 12:00:00+00:00,7,KAMA_STOCHRSI_VWAP_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-07T13:00:00+00:00, 2023-09-29T12:00:00+00:00, 2023-10-04T11:00:00+00:00, 2023-10-18T13:00:00+00:00, 2023-10-18T17:00:00+00:00, 2023-10-19T11:00:00+00:00, 2023-10-20T12:00:00+00:00, 2023-10-23T12:00:00+00:00, 2023-11-03T22:00:00+00:00, 2023-11-06T09:00:00+00:00, 2023-11-10T11:00:00+00:00]","[2023-09-07T14:00:00+00:00, 2023-09-29T13:00:00+00:00, 2023-10-04T12:00:00+00:00, 2023-10-18T14:00:00+00:00, 2023-10-18T19:00:00+00:00, 2023-10-19T13:00:00+00:00, 2023-10-20T13:00:00+00:00, 2023-10-23T13:00:00+00:00, 2023-11-03T23:00:00+00:00, 2023-11-06T14:00:00+00:00, 2023-11-10T12:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 5.0, 1.0]","[0.5600000000000023, 1.009999999999991, 0.75, 0.6999999999999886, 1.1500000000000057, 0.410000000000025, -0.22999999999998977, 1.6100000000000136, 1.0, 4.5, 0.5500000000000114]","[0.28120919955810103, 0.5804597701149373, 0.46511627906976744, 0.40462427745664087, 0.6662804171494818, 0.23809523809525265, -0.1348973607038063, 0.9976453092080888, 0.5714285714285714, 2.5423728813559325, 0.31709426347651276]",2023-11-14 03:14:31,0.9292750831946531970136519186
MGC,ALGO_KAMA_STOCHRSI_VWAP_CGPT,6,6,0,0.6207,4.1667,0.4063,0.249979830386158,1.0,2023-11-06 23:00:00+00:00,10,KAMA_STOCHRSI_VWAP_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-18T15:00:00+00:00, 2023-10-11T19:00:00+00:00, 2023-11-01T14:00:00+00:00, 2023-11-02T13:00:00+00:00, 2023-11-04T00:00:00+00:00, 2023-11-06T20:00:00+00:00]","[2023-09-18T18:00:00+00:00, 2023-10-11T22:00:00+00:00, 2023-11-01T22:00:00+00:00, 2023-11-02T22:00:00+00:00, 2023-11-06T15:00:00+00:00, 2023-11-06T23:00:00+00:00]","[3.0, 2.0, 7.0, 8.0, 3.0, 2.0]","[0.27899999999999636, 0.46000000000000796, 1.1200000000000045, 1.3600000000000136, 0.3149999999999977, 0.18999999999999773]","[0.17689576464620616, 0.2968124919344483, 0.7468160298726443, 0.8920957691046335, 0.20314716883786774, 0.12228085982751817]",2023-11-14 03:35:11,1.310264293358385211349543715
